  1.0000000e+000  4.0689698e+000  1.1794027e+000
  1.0100000e+000  4.0927427e+000  1.1447183e+000
  1.0200000e+000  4.1162827e+000  1.1093938e+000
  1.0300000e+000  4.1395920e+000  1.0734354e+000
  1.0400000e+000  4.1626728e+000  1.0368495e+000
  1.0500000e+000  4.1855274e+000  9.9964206e-001
  1.0600000e+000  4.2081581e+000  9.6181929e-001
  1.0700000e+000  4.2305670e+000  9.2338718e-001
  1.0800000e+000  4.2527562e+000  8.8435171e-001
  1.0900000e+000  4.2747280e+000  8.4471878e-001
  1.1000000e+000  4.2964845e+000  8.0449426e-001
  1.1100000e+000  4.3180278e+000  7.6368394e-001
  1.1200000e+000  4.3393600e+000  7.2229356e-001
  1.1300000e+000  4.3604831e+000  6.8032880e-001
  1.1400000e+000  4.3813992e+000  6.3779530e-001
  1.1500000e+000  4.4021103e+000  5.9469863e-001
  1.1600000e+000  4.4226184e+000  5.5104430e-001
  1.1700000e+000  4.4429256e+000  5.0683779e-001
  1.1800000e+000  4.4630338e+000  4.6208450e-001
  1.1900000e+000  4.4829449e+000  4.1678979e-001
  1.2000000e+000  4.5026608e+000  3.7095897e-001
  1.2100000e+000  4.5221836e+000  3.2459729e-001
  1.2200000e+000  4.5415150e+000  2.7770996e-001
  1.2300000e+000  4.5606570e+000  2.3030212e-001
  1.2400000e+000  4.5796114e+000  1.8237888e-001
  1.2500000e+000  4.5983800e+000  1.3394529e-001
  1.2600000e+000  4.6169647e+000  8.5006348e-002
  1.2700000e+000  4.6353673e+000  3.5567006e-002
  1.2800000e+000  4.6535895e+000 -1.4367830e-002
